hs_code,description,version
0901211000,coffee roasted not decaffeinated,1999-2008
0901212000,coffee roasted not decaffeinated,1999-2008
0901221000,"other coffee, roasted decaffeinate",1999-2008
0901222000,"coffee, roasted decaffeinate in powder form",1999-2008
0901901000,other coffee roasted,1999-2008
0901902000,other coffee roasted,1999-2008
0902101000,green tea packing lte. 3 kg leaf,1999-2008
0902109000,green tea packing lte. 3 kg dust,1999-2008
0902201000,oth green tea (not fermented) dust,1999-2008
0902209000,oth green tea (not fermented) leaf,1999-2008
0902301000,black tea (fermented) and partly fermented,1999-2008
0902309000,black tea (fermented) and partly fermented,1999-2008
0902401000,other black tea (fermeted) leaf,1999-2008
0902409000,other black tea (fermeted) dust,1999-2008
0903000000,mate.,1999-2008
0904111000,"oth white pepper, neither crushed nor ground",1999-2008
0904112000,"other black pepper, neither crushednor ground",1999-2008
0904119000,pepper neither crushed nor ground green,1999-2008
0904121000,pepper crushed or ground,1999-2008
0904122000,pepper crushed or ground,1999-2008
0904129000,pepper crushed or ground,1999-2008
0904201000,"fruits of the genus capsicum or the genus pimenta, dried or crushed",1999-2008
0904202000,"fruits of the genus capsicum or the genus pimenta, dried or crushed",1999-2008
0904209000,"fruits of the genus capsicum or the genus pimenta, dried or crushed",1999-2008
0905000010,vanilla whole,1999-2008
0905000090,other vanilla,1999-2008
0906110000,cinnamon & cinnamon-tree flowers neither crushed nor ground,1999-2008
0906190000,cinnamon & cinnamon-tree flowers neither crushed nor ground,1999-2008
0906200000,cinnamon crushed or ground,1999-2008
0907000010,cloves ( whole fruit or steam ),1999-2008
0907000020,cloves,1999-2008
0908100010,nutmeg in shell,1999-2008
0908100020,nutmeg shelled,1999-2008
0908200000,mace,1999-2008
0908300000,cardamoms,1999-2008
0909101000,seeds of anise or badian,1999-2008
0909102000,seeds of anise or badian,1999-2008
0909200000,seeds of coriander,1999-2008
0909300000,seeds of cumin,1999-2008
0909400000,seeds of caraway,1999-2008
0909500000,seeds of fennel or juniper berries,1999-2008
0910100000,ginger fresh,1999-2008
0910200000,saffron fresh,1999-2008
0910300000,other turmeric (curcuma),1999-2008
0910910000,mixtures of spices,1999-2008
0910991000,thyme; bay leaves,1999-2008
0910992000,curry,1999-2008
0910999000,other spices,1999-2008
1001100000,durum wheat seeds,1999-2008
1001901100,meslin,1999-2008
1001901900,wheat other than seeds,1999-2008
1001909100,meslin,1999-2008
1001909900,wheat other than seeds,1999-2008
1002000000,rye.,1999-2008
1003000000,barley.,1999-2008
1004000000,oats.,1999-2008
1005100000,maize ( corn ) seeds,1999-2008
1005901000,maize ( corn ) other seeds,1999-2008
1005909000,maize ( corn ) other seeds,1999-2008
1006100000,rice in the husk (paddy or rough),1999-2008
1006201000,husked (brown) rice,1999-2008
1006209000,husked (brown) rice,1999-2008
1006301500,"semi-milled or wholly milled rice, whether or not polished or glazed",1999-2008
1006301900,"semi-milled or wholly milled rice, whether or not polished or glazed",1999-2008
1006302000,"semi-milled or wholly milled rice, whether or not polished or glazed",1999-2008
1006303000,"semi-milled or wholly milled rice, whether or not polished or glazed",1999-2008
1006309000,"semi-milled or wholly milled rice, whether or not polished or glazed",1999-2008
1006400000,broken rice,1999-2008
1007000000,grain sorghum,1999-2008
1008100000,buckwheat,1999-2008
1008200000,millet,1999-2008
1008300000,canary seed,1999-2008
1008900000,other cereals,1999-2008
1101001000,wheat or meslin flour.,1999-2008
1101002000,wheat or meslin flour.,1999-2008
1102100000,rye flour,1999-2008
1102200000,maize (corn) flour,1999-2008
1102900010,rice flour,1999-2008
1102900090,other cereral flour,1999-2008
1103112000,other groats and meals of wheat,1999-2008
1103119000,bulgur,1999-2008
1103130000,groats and meals of maize ( corn ),1999-2008
1103191000,groats and meals of meslin,1999-2008
1103192000,groats and meals of rice,1999-2008
1103199000,groats and meals of other cereals,1999-2008
1103200000,pellets of wheat,1999-2008
1104120000,rolled or flaked grains of oats,1999-2008
1104191000,rolled/flaked grains of oth cereals,1999-2008
1104199000,rolled/flaked grains of oth cereals,1999-2008
1104220000,other worked grains of oats,1999-2008
1104230000,other worked grains of maize (corn),1999-2008
1104292000,other worked grains of oth cereals,1999-2008
1104299000,other worked grains of rice,1999-2008
1104300000,"germ of cereals, whole, rolled, flakee or ground",1999-2008
1105100000,"flour, meal and powder",1999-2008
1105200000,flakes,1999-2008
1106100000,flour & meal of the dried legumi- nous vegetables,1999-2008
1106201000,flour and meal of sago or of roots or tubes of heading 07.14,1999-2008
1106202100,flour and meal of sago or of roots or tubes of heading 07.14,1999-2008
1106202900,flour and meal of sago or of roots or tubes of heading 07.14,1999-2008
1106209000,flour and meal of sago or of roots or tubes of heading 07.14,1999-2008
1106300000,fluor and meal of the products of chapter 8,1999-2008
1107100000,malt not roasted unground,1999-2008
1107200000,malt roasted,1999-2008
1108110000,wheat starch,1999-2008
1108120000,maize (corn) starch,1999-2008
1108130000,potato starch,1999-2008
1108140000,manioc (cassava) starch,1999-2008
1108191000,other starches,1999-2008
1108199000,other starches,1999-2008
1108200000,inulin,1999-2008
1109000000,"wheat gluten, whether or not dried.",1999-2008
1201001000,other soya beans whether or not broken,1999-2008
1201009000,other soya beans whether or not broken,1999-2008
1202101000,"ground-nuts, not roasted/otherwhisecooked in shell",1999-2008
1202109000,"ground-nuts, not roasted/otherwhisecooked in shell",1999-2008
1202200000,"ground-nuts, not roasted/otherwhisecooked shelled,whether / not broke",1999-2008
1203000000,copra.,1999-2008
1204000000,"linseed, whether or not broken.",1999-2008
1205100000,"rape or colza seeds, whether or notbroken",1999-2008
1205900000,"rape or colza seeds, whether or notbroken",1999-2008
1206000000,"sunflower seeds, whether or not broken",1999-2008
1207200000,cotton seeds,1999-2008
1207400000,sesamum seeds,1999-2008
1207500000,mustard seeds,1999-2008
1207910000,poppy seeds,1999-2008
1207992000,palm nuts and kernels,1999-2008
1207993000,safflower seeds,1999-2008
1207999000,castor oil seeds,1999-2008
1208100000,flour and meal of soya beans,1999-2008
1208900000,flour and meals of oil seeds,1999-2008
1209100000,sugar beet seed,1999-2008
1209210000,lucerne (alfalfa) seed,1999-2008
1209220000,clover (trifolium spp.) seed,1999-2008
1209230000,fescue seed,1999-2008
1209240000,kentucky blue grass (poa pratensis l.) seed,1999-2008
1209250000,"rye grass (lolium multiflorum lam, lolium perenne l.) seed",1999-2008
1209290000,timothy grass seed,1999-2008
1209300000,seeds of herbaceous plants cultivatted principally for their flowers,1999-2008
1209910000,vegetable seeds,1999-2008
1209991000,"other seeds, fruit and spores of a kind used for sowing, nes",1999-2008
1209999000,"other seeds, fruit and spores of a kind used for sowing, nes",1999-2008
1210100000,"hop cones, neither ground nor pow- derred nor in the form of pellets",1999-2008
1210200000,"hop cones, ground, powdered or in the form of pellets ; lupulin",1999-2008
1211201000,ginseng roots,1999-2008
1211209000,ginseng roots,1999-2008
1211301000,coca leaf,1999-2008
1211309000,coca leaf,1999-2008
1211400000,other plant used pharmacy,1999-2008
1211901100,other plant used pharmacy,1999-2008
1211901200,other plant used pharmacy,1999-2008
1211901300,other plant used pharmacy,1999-2008
1211901400,liquorice roots,1999-2008
1211901900,liquorice roots,1999-2008
1211909100,other plant used for insecticidal,1999-2008
1211909200,other plant used for insecticidal,1999-2008
1211909400,sandal wood,1999-2008
1211909500,garro wood,1999-2008
1211909600,liquorice roots,1999-2008
1211909900,other plants for perfumery,1999-2008
1212201100,seaweeds,1999-2008
1212201900,seaweeds,1999-2008
1212202000,seaweeds,1999-2008
1212209000,seaweeds,1999-2008
1212910000,sugar beet,1999-2008
1212991100,sugar cane,1999-2008
1212991900,sugar cane,1999-2008
1212992000,"locust bean, including locust bean seeds",1999-2008
1212993000,emping melinjo,1999-2008
1212999000,"locust bean, including locust bean seeds",1999-2008
1213000000,"cereal straw and husks, unprepared, whether or not chopped",1999-2008
1214100000,lucerne (alfalfa) meal and pellets,1999-2008
1214900000,"other swedes, mangolp, fudder roots etc in other form",1999-2008
1301200000,gum arabic,1999-2008
1301901000,gum,1999-2008
1301902000,gum,1999-2008
1301903000,other resin,1999-2008
1301909000,lac,1999-2008
1302111000,other opium,1999-2008
1302119000,other opium,1999-2008
1302120000,vegetable saps and extracts of liquorice,1999-2008
1302130000,vegetable saps and extracts of hops,1999-2008
1302192000,other vegetable saps and extracts,1999-2008
1302193000,other vegetable saps and extracts,1999-2008
1302194000,vegetable saps and extracts of pyrethrum,1999-2008
1302195000,other vegetable saps and extracts,1999-2008
1302199000,other vegetable saps and extracts,1999-2008
1302200000,"pectic substances, pectinates and pectates",1999-2008
1302310000,agar-agar,1999-2008
1302320000,"mucilages & thickeners, whether or not moif. derv. from locust beans",1999-2008
1302391000,other mucilages & thickeners,1999-2008
1302399000,other mucilages & thickeners,1999-2008
1401100000,bamboos,1999-2008
1401200000,"rattan mixed, roughly rubbed, un washed, smoked or sulphured",1999-2008
1401900000,"kumpai mixed, roughly rubbed, un- washed, smoked or sulfured",1999-2008
1404200000,cotton linters,1999-2008
1404901000,other vegetable products,1999-2008
1404902000,other raw veg. matrl. used in dyeing or tanning,1999-2008
1404909000,kapok,1999-2008
1501000000,"pig fat (including lard) & poultry fat,other than of hd 02.09 or 15.03",1999-2008
1502001100,other fats of bovine animals,1999-2008
1502001900,other fats of bovine animals,1999-2008
1502009100,other fats of bovine animals,1999-2008
1502009900,other fats of bovine animals,1999-2008
1503001000,"lard stearin, oil, oleostearin,oil & tallow oil not otherwise prepare",1999-2008
1503009000,"lard stearin, oil, oleostearin,oil & tallow oil not otherwise prepare",1999-2008
1504101000,cod liver oil,1999-2008
1504109000,cod liver oil,1999-2008
1504201000,"fats and oils and their fractions, of fish other than liver oils",1999-2008
1504209000,"fats and oils and their fractions, of fish other than liver oils",1999-2008
1504301000,"fats and oils and their fractions, of marine mammals",1999-2008
1504309000,"fats and oils and their fractions, of marine mammals",1999-2008
1505001000,lanolin,1999-2008
1505009000,other wool grease,1999-2008
1506000000,"other animal fats & oils & their fractions, not chemically modified",1999-2008
1507100000,"crude oil, of soya bean whether or not degummed",1999-2008
1507901000,neutralized and bleached,1999-2008
1507902000,neutralized and bleached,1999-2008
1507909000,neutralized and bleached,1999-2008
1508100000,crude oil of ground nut,1999-2008
1508901100,other ground-nut oil and its fract ions,1999-2008
1508901900,other ground-nut oil and its fract ions,1999-2008
1508902100,other ground-nut oil and its fract ions,1999-2008
1508902900,other ground-nut oil and its fract ions,1999-2008
1508909100,other ground-nut oil and its fract ions,1999-2008
1508909900,other ground-nut oil and its fract ions,1999-2008
1509101000,virgin,1999-2008
1509109000,virgin,1999-2008
1509901100,other olive oil,1999-2008
1509901900,other olive oil,1999-2008
1509902100,other olive oil,1999-2008
1509902900,other olive oil,1999-2008
1509909100,other olive oil,1999-2008
1509909900,other olive oil,1999-2008
1510001000,"other oils and their fractions, obtained solely from olives",1999-2008
1510009100,"other oils and their fractions, obtained solely from olives",1999-2008
1510009200,"other oils and their fractions, obtained solely from olives",1999-2008
1510009900,"other oils and their fractions, obtained solely from olives",1999-2008
1511100000,crude palm oil,1999-2008
1511901000,other palm oil,1999-2008
1511909010,other palm oil,1999-2008
1511909020,other palm oil,1999-2008
1511909030,other palm oil,1999-2008
1511909090,other palm oil,1999-2008
1512110000,crude oil of sun flower seed,1999-2008
1512191000,other sun flower seed oil,1999-2008
1512192000,other sun flower seed oil,1999-2008
1512199000,other sun flower seed oil,1999-2008
1512210000,"crude oil, of cotton seed",1999-2008
1512291000,other sun flower & cotton seed oil,1999-2008
1512292000,other sun flower & cotton seed oil,1999-2008
1512299000,other sun flower & cotton seed oil,1999-2008
1513110000,crude oil of copra,1999-2008
1513191000,other copra oil,1999-2008
1513192000,other copra oil,1999-2008
1513199000,other copra oil,1999-2008
1513210000,crude oil of palm kernel,1999-2008
1513291100,other palm kernel oil,1999-2008
1513291900,other palm kernel oil,1999-2008
1513292100,other palm kernel oil,1999-2008
1513292900,other palm kernel oil,1999-2008
1513299100,other palm kernel oil,1999-2008
1513299900,other palm kernel oil,1999-2008
1514110000,other crude edible oil,1999-2008
1514191000,"other rape, colza, etc",1999-2008
1514192000,"other rape, colza, etc",1999-2008
1514199000,"other rape, colza, etc",1999-2008
1514911000,other crude edible oil,1999-2008
1514919000,other crude edible oil,1999-2008
1514991000,"other rape, colza, etc",1999-2008
1514992000,"other rape, colza, etc",1999-2008
1514999100,"other rape, colza, etc",1999-2008
1514999900,"other rape, colza, etc",1999-2008
1515110000,crude oil of linseed,1999-2008
